epoch,lr-Adam/non-decayable,lr-Adam/normal,n_learnable_parameters,n_parameters,offset/C,step,test/train/energy_mae,test/train/energy_rmse,test/train/forces_mae,test/train/forces_rmse,test/train/forces_rmse_batchwise,test/train/per_atom_energy_mae,test/train/per_atom_energy_rmse,test/train/stress_mae,test/train/stress_rmse,test/train/virial_mae,test/train/virial_rmse,test/valid/energy_mae,test/valid/energy_rmse,test/valid/forces_mae,test/valid/forces_rmse,test/valid/forces_rmse_batchwise,test/valid/per_atom_energy_mae,test/valid/per_atom_energy_rmse,test/valid/stress_mae,test/valid/stress_rmse,test/valid/virial_mae,test/valid/virial_rmse,timer/its_per_s/train,timer/its_per_s/valid,timer/step_duration_ms/train,timer/step_duration_ms/valid,train/loss/forces_rmse_batchwise_weighted,train/loss/per_atom_energy_rmse_batchwise_weighted,train/loss/total,train/metrics/forces_rmse_batchwise,train/metrics/per_atom_energy_rmse_batchwise,valid/loss/forces_rmse_batchwise_weighted,valid/loss/per_atom_energy_rmse_batchwise_weighted,valid/loss/total,valid/metrics/energy_mae,valid/metrics/energy_rmse,valid/metrics/forces_mae,valid/metrics/forces_rmse,valid/metrics/forces_rmse_batchwise,valid/metrics/per_atom_energy_mae,valid/metrics/per_atom_energy_rmse,valid/metrics/per_atom_energy_rmse_batchwise,valid/metrics/stress_mae,valid/metrics/stress_rmse,valid/metrics/virial_mae,valid/metrics/virial_rmse
24,,,,,,249,,,,,,,,,,,,,,,,,,,,,,,0.13248541951179504,,7548.0,,0.7256536483764648,0.017040789127349854,0.7426944375038147,0.7256536483764648,0.017040789127349854,,,,,,,,,,,,,,,
,,,,,-7.099610805511475,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,,,,,,249,,,,,,,,,,,,,,,,,,,,,,,,0.2940455675125122,,3498.0,,,,,,0.6234551668167114,0.0703703835606575,0.7561945915222168,1.2373063564300537,1.9190564155578613,0.4751518964767456,0.6673800945281982,0.6234551668167114,0.04340643808245659,0.07416172325611115,0.0703703835606575,0.017601225525140762,0.03398482874035835,6.069090366363525,11.940153121948242
,0.0001,0.0001,,,,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,-7.099742412567139,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,,,,,,259,,,,,,,,,,,,,,,,,,,,,,,,0.35057276487350464,,3113.5,,,,,,0.6214851140975952,0.06880036741495132,0.7526785731315613,1.3014795780181885,1.8127045631408691,0.4732300639152527,0.665573000907898,0.6214851140975952,0.045635320246219635,0.07421129196882248,0.06880036741495132,0.017973359674215317,0.03471911698579788,6.268041133880615,12.519735336303711
,0.0001,0.0001,,,,260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,-7.099660396575928,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,,,,,,269,,,,,,,,,,,,,,,,,,,,,,,,0.2854843735694885,,3707.0,,,,,,0.6192917227745056,0.07074932754039764,0.7522390484809875,1.275718092918396,2.0115244388580322,0.47155487537384033,0.6632581949234009,0.6192917227745056,0.04420013353228569,0.07420141249895096,0.07074932754039764,0.017695624381303787,0.034208379685878754,6.166499137878418,12.26004695892334
,0.0001,0.0001,,,,270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,-7.099783897399902,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,,,,,,279,,,,,,,,,,,,,,,,,,,,,,,,0.3398545980453491,,3314.5,,,,,,0.6185594797134399,0.06864875555038452,0.7492727041244507,1.1996450424194336,1.6429617404937744,0.47093871235847473,0.6623920202255249,0.6185594797134399,0.045462559908628464,0.07332442700862885,0.06864875555038452,0.018171263858675957,0.03509383648633957,6.370931148529053,12.737358093261719
,0.0001,0.0001,,,,280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,-7.09973669052124,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,,,,,,289,,,,,,,,,,,,,,,,,,,,,,,,0.27315133810043335,,3978.0,,,,,,0.6161708235740662,0.07047047466039658,0.7486027479171753,1.2179231643676758,1.8937302827835083,0.46901935338974,0.6600208878517151,0.6161708235740662,0.04384312778711319,0.07427208125591278,0.07047047466039658,0.01797877624630928,0.034612078219652176,6.299134731292725,12.541755676269531
,0.0001,0.0001,,,,290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,,,,,,299,,,,,,,,,,,,,,,,,,,,,,,0.12938284873962402,,7729.0,,0.8815514445304871,0.05853986367583275,0.9400913119316101,0.8815514445304871,0.05853986367583275,,,,,,,,,,,,,,,
,,,,,-7.0998430252075195,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,,,,,,299,,,,,,,,,,,,,,,,,,,,,,,,0.27975383400917053,,3695.5,,,,,,0.6151825785636902,0.06936383247375488,0.7463573217391968,1.270869255065918,1.8227654695510864,0.4682038426399231,0.6588923335075378,0.6151825785636902,0.044850826263427734,0.07475734502077103,0.06936383247375488,0.017525333911180496,0.03371359780430794,6.1456685066223145,12.272303581237793
,0.0001,0.0001,,,,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,-7.0998640060424805,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,,,,,,309,,,,,,,,,,,,,,,,,,,,,,,,0.3170431852340698,,3327.5,,,,,,0.6136680245399475,0.06933815777301788,0.744764506816864,1.140033483505249,1.6977914571762085,0.4672079384326935,0.6574065089225769,0.6136680245399475,0.04354681819677353,0.07439716905355453,0.06933815777301788,0.017355702817440033,0.03325137123465538,6.07720422744751,12.051630973815918
,0.0001,0.0001,,,,310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,-7.099849700927734,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,,,,,,319,,,,,,,,,,,,,,,,,,,,,,,,0.336429238319397,,3416.0,,,,,,0.6127873063087463,0.07008441537618637,0.7445129156112671,1.128525733947754,1.720106840133667,0.46689534187316895,0.6564239263534546,0.6127873063087463,0.043805934488773346,0.07422667741775513,0.07008441537618637,0.017134955152869225,0.03279593214392662,5.998533725738525,11.765852928161621
,0.0001,0.0001,,,,320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,-7.099914073944092,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,,,,,,329,,,,,,,,,,,,,,,,,,,,,,,,0.23331719636917114,,4383.0,,,,,,0.6115749478340149,0.06971697509288788,0.7427686452865601,1.1877610683441162,1.6495434045791626,0.46581774950027466,0.6550670862197876,0.6115749478340149,0.04556713253259659,0.07443448156118393,0.06971697509288788,0.01714145764708519,0.03280828520655632,6.025233268737793,11.89044189453125
,0.0001,0.0001,,,,330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,-7.099874973297119,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,,,,,,339,,,,,,,,,,,,,,,,,,,,,,,,0.23574331402778625,,4482.5,,,,,,0.6103938221931458,0.07111430913209915,0.7428988218307495,1.2255926132202148,1.8788989782333374,0.4648911654949188,0.6538467407226562,0.6103938221931458,0.04504694789648056,0.0748426541686058,0.07111430913209915,0.017008528113365173,0.03238692879676819,5.986678600311279,11.734339714050293
,0.0001,0.0001,,,,340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,,,,,,349,,,,,,,,,,,,,,,,,,,,,,,0.09234462678432465,,10829.0,,0.7148638963699341,0.022434091195464134,0.7372980117797852,0.7148638963699341,0.022434091195464134,,,,,,,,,,,,,,,
,,,,,-7.099967002868652,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,,,,,,349,,,,,,,,,,,,,,,,,,,,,,,,0.3254978060722351,,3365.5,,,,,,0.6093195080757141,0.06971217691898346,0.7403176426887512,1.2775239944458008,1.7106595039367676,0.4637720286846161,0.6527005434036255,0.6093195080757141,0.046822406351566315,0.0743534192442894,0.06971217691898346,0.017259012907743454,0.03285157307982445,6.137048244476318,12.100703239440918
,0.0001,0.0001,,,,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,-7.099894046783447,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,,,,,,359,,,,,,,,,,,,,,,,,,,,,,,,0.3042478859424591,,3628.5,,,,,,0.6071230173110962,0.07240679860115051,0.7407591938972473,1.3956342935562134,2.0710930824279785,0.4618437588214874,0.6505728960037231,0.6071230173110962,0.045224666595458984,0.07592175155878067,0.07240679860115051,0.01704072579741478,0.03233420103788376,6.05664587020874,11.838093757629395
,0.0001,0.0001,,,,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,-7.100067615509033,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,,,,,,369,,,,,,,,,,,,,,,,,,,,,,,,0.30611541867256165,,3816.5,,,,,,0.605782687664032,0.0693332701921463,0.7362816333770752,1.3202378749847412,1.895758032798767,0.4605298936367035,0.6492347121238708,0.605782687664032,0.04516015201807022,0.07622181624174118,0.0693332701921463,0.01712469570338726,0.03245924785733223,6.115087985992432,11.989368438720703
,0.0001,0.0001,,,,370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,-7.099977970123291,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,,,,,,379,,,,,,,,,,,,,,,,,,,,,,,,0.28246283531188965,,3947.0,,,,,,0.6042241454124451,0.07120070606470108,0.7364078760147095,1.2160444259643555,1.8565514087677002,0.45931655168533325,0.6475295424461365,0.6042241454124451,0.04380827024579048,0.07563368231058121,0.07120070606470108,0.016913536936044693,0.03198385238647461,6.0207839012146,11.791516304016113
,0.0001,0.0001,,,,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,-7.100066661834717,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,,,,,,389,,,,,,,,,,,,,,,,,,,,,,,,0.27774447202682495,,3877.5,,,,,,0.6027438640594482,0.0700034573674202,0.7335963845252991,1.284301519393921,1.8559681177139282,0.45791688561439514,0.6459643244743347,0.6027438640594482,0.04486846923828125,0.07585562765598297,0.0700034573674202,0.017055656760931015,0.032355137169361115,6.081308841705322,11.97280502319336
,0.0001,0.0001,,,,390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,,,,,,399,,,,,,,,,,,,,,,,,,,,,,,0.17605634033679962,,5680.0,,0.732056200504303,0.01892087608575821,0.750977098941803,0.732056200504303,0.01892087608575821,,,,,,,,,,,,,,,
,,,,,-7.100006580352783,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,,,,,,399,,,,,,,,,,,,,,,,,,,,,,,,0.3125225603580475,,3604.0,,,,,,0.6015805006027222,0.07255847752094269,0.7349269986152649,1.2570288181304932,1.9698926210403442,0.4570756256580353,0.6447950601577759,0.6015805006027222,0.04369540140032768,0.07644830644130707,0.07255847752094269,0.016546085476875305,0.031178534030914307,5.7958879470825195,11.119112014770508
,0.0001,0.0001,,,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,-7.1000657081604,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,,,,,,409,,,,,,,,,,,,,,,,,,,,,,,,0.293745219707489,,3847.0,,,,,,0.5999711751937866,0.07288694381713867,0.7336947321891785,1.168853521347046,1.8986434936523438,0.45563527941703796,0.6433609127998352,0.5999711751937866,0.04370293766260147,0.07729162275791168,0.07288694381713867,0.01655234396457672,0.03122546151280403,5.813622951507568,11.186361312866211
,0.0001,0.0001,,,,410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,-7.100164413452148,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,,,,,,419,,,,,,,,,,,,,,,,,,,,,,,,0.2742593288421631,,4057.0,,,,,,0.5997737050056458,0.07172157615423203,0.7321993112564087,1.3754689693450928,1.8914483785629272,0.4554123282432556,0.6429940462112427,0.5997737050056458,0.0476953499019146,0.07756533473730087,0.07172157615423203,0.016722816973924637,0.03156381472945213,5.9239912033081055,11.534297943115234
,0.0001,0.0001,,,,420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,-7.100089073181152,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,,,,,,429,,,,,,,,,,,,,,,,,,,,,,,,0.29223519563674927,,3810.0,,,,,,0.5984992384910583,0.07371155172586441,0.7329065203666687,1.4326642751693726,2.115058422088623,0.45404407382011414,0.6417940855026245,0.5984992384910583,0.04664268344640732,0.07814206928014755,0.07371155172586441,0.01644771173596382,0.030805768445134163,5.844910621643066,11.312844276428223
,0.0001,0.0001,,,,430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,-7.100189208984375,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,,,,,,439,,,,,,,,,,,,,,,,,,,,,,,,0.285542368888855,,5191.5,,,,,,0.5974091291427612,0.07161007821559906,0.7298117280006409,1.4970719814300537,2.1403145790100098,0.4530068039894104,0.6409112811088562,0.5974091291427612,0.04818020015954971,0.07770216464996338,0.07161007821559906,0.016824165359139442,0.03157130256295204,6.051640510559082,11.797187805175781
,0.0001,0.0001,,,,440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,,,,,,449,,,,,,,,,,,,,,,,,,,,,,,0.4286326766014099,,2333.0,,0.6144859790802002,0.040969423949718475,0.6554554104804993,0.6144859790802002,0.040969423949718475,,,,,,,,,,,,,,,
,,,,,-7.100157737731934,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,,,,,,449,,,,,,,,,,,,,,,,,,,,,,,,0.2748356759548187,,4130.5,,,,,,0.5957958698272705,0.07157688587903976,0.7281731367111206,1.2849607467651367,1.8412528038024902,0.4514830410480499,0.6394187808036804,0.5957958698272705,0.04595818370580673,0.0765623152256012,0.07157688587903976,0.01698792725801468,0.031861528754234314,6.111924648284912,11.856622695922852
,0.0001,0.0001,,,,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,-7.10023307800293,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,,,,,,459,,,,,,,,,,,,,,,,,,,,,,,,0.31204161047935486,,3642.0,,,,,,0.5942121148109436,0.07127504795789719,0.726256251335144,1.3265554904937744,1.923636555671692,0.4502619206905365,0.6378998756408691,0.5942121148109436,0.04671425744891167,0.07756513357162476,0.07127504795789719,0.017292821779847145,0.03238391876220703,6.238544940948486,12.144322395324707
,0.0001,0.0001,,,,460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,-7.100167751312256,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,,,,,,469,,,,,,,,,,,,,,,,,,,,,,,,0.29785454273223877,,3565.5,,,,,,0.5938555002212524,0.07443647086620331,0.7286798357963562,1.445066213607788,2.0982460975646973,0.4501723647117615,0.6370394229888916,0.5938555002212524,0.04689206928014755,0.07932514697313309,0.07443647086620331,0.0165531225502491,0.03101731650531292,5.897138595581055,11.323312759399414
,0.0001,0.0001,,,,470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,-7.100220203399658,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,,,,,,479,,,,,,,,,,,,,,,,,,,,,,,,0.25750333070755005,,4035.0,,,,,,0.5930345058441162,0.0729922354221344,0.7264404892921448,1.313307762145996,1.8712655305862427,0.449502170085907,0.6363099813461304,0.5930345058441162,0.046600960195064545,0.07854834198951721,0.0729922354221344,0.017034268006682396,0.03182152286171913,6.115488529205322,11.713762283325195
,0.0001,0.0001,,,,480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,-7.100216388702393,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,,,,,,489,,,,,,,,,,,,,,,,,,,,,,,,0.3312763273715973,,3374.0,,,,,,0.5917167663574219,0.0728403776884079,0.7248704433441162,1.269454002380371,1.8176603317260742,0.4484209716320038,0.6349428296089172,0.5917167663574219,0.04658327251672745,0.07794831693172455,0.0728403776884079,0.017319485545158386,0.03234851732850075,6.253100395202637,12.04837417602539
,0.0001,0.0001,,,,490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,,,,,,499,,,,,,,,,,,,,,,,,,,,,,,0.04000160098075867,,24999.0,,0.6333224177360535,0.0541289821267128,0.6874514222145081,0.6333224177360535,0.0541289821267128,,,,,,,,,,,,,,,
,,,,,-7.100264072418213,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,,,,,,499,,,,,,,,,,,,,,,,,,,,,,,,0.3238503038883209,,3327.0,,,,,,0.5899374485015869,0.07194801419973373,0.7222434878349304,1.2928746938705444,1.8422842025756836,0.44672244787216187,0.6333470940589905,0.5899374485015869,0.04647860676050186,0.0778990387916565,0.07194801419973373,0.017450300976634026,0.03268183022737503,6.325835704803467,12.27656364440918
0,,,,,,0,1.140468955039978,1.592459797859192,0.5192165374755859,0.6964842081069946,0.7166163921356201,0.02941575087606907,0.04001795873045921,0.02004653960466385,0.036262527108192444,5.640972137451172,13.908865928649902,1.2928746938705444,1.6367474794387817,0.49760302901268005,0.6847740411758423,0.6502954959869385,0.04647860676050186,0.04843457043170929,0.017450300976634026,0.03569070249795914,6.325835704803467,13.65037727355957,,,,,,,,,,,,,,,,,,,,,,,,
