time,n_atoms,n_bonds,sp1,sp2,sp3,undercoord,overcoord,sp2_fraction,sp3_fraction,avg_coordination,avg_bond_length_A
0,64,111,0,34,30,0,0,0.53125,0.46875,3.46875,1.5150392854462331
50,64,111,0,34,30,0,0,0.53125,0.46875,3.46875,1.541402539033874
100,64,111,0,34,30,0,0,0.53125,0.46875,3.46875,1.5373994065923504
150,64,111,0,34,30,0,0,0.53125,0.46875,3.46875,1.5357334592233576
200,64,111,0,34,30,0,0,0.53125,0.46875,3.46875,1.5404466988533967
250,64,111,0,34,30,0,0,0.53125,0.46875,3.46875,1.5392202961734558
300,64,111,0,34,30,0,0,0.53125,0.46875,3.46875,1.540774882667046
350,64,111,0,34,30,0,0,0.53125,0.46875,3.46875,1.5466807987222784
400,64,111,0,34,30,0,0,0.53125,0.46875,3.46875,1.539390628437147
450,64,111,0,34,30,0,0,0.53125,0.46875,3.46875,1.5431399868116753
500,64,111,0,34,30,0,0,0.53125,0.46875,3.46875,1.5430647888484443
550,64,111,0,34,30,0,0,0.53125,0.46875,3.46875,1.5460771643098787
600,64,110,0,36,28,0,0,0.5625,0.4375,3.4375,1.5388961233948883
650,64,110,0,36,28,0,0,0.5625,0.4375,3.4375,1.543801142800224
700,64,110,0,36,28,0,0,0.5625,0.4375,3.4375,1.5392312367782777
750,64,110,0,36,28,0,0,0.5625,0.4375,3.4375,1.5476922685404493
800,64,109,0,38,26,0,0,0.59375,0.40625,3.40625,1.5440190083287204
850,64,110,0,36,28,0,0,0.5625,0.4375,3.4375,1.5523998009339266
900,64,109,1,36,27,1,0,0.5625,0.421875,3.40625,1.5446675092817026
950,64,104,2,44,18,2,0,0.6875,0.28125,3.25,1.526903375837202
1000,64,107,1,40,23,1,0,0.625,0.359375,3.34375,1.5538211298536588
1050,64,105,2,42,20,2,0,0.65625,0.3125,3.28125,1.5386856909227777
1100,64,106,2,41,20,2,1,0.640625,0.3125,3.3125,1.5416797619140796
1150,64,105,2,42,20,2,0,0.65625,0.3125,3.28125,1.5410182763963418
1200,64,105,2,42,20,2,0,0.65625,0.3125,3.28125,1.5399686311500482
1250,64,107,1,40,23,1,0,0.625,0.359375,3.34375,1.543173755412572
1300,64,104,3,42,19,3,0,0.65625,0.296875,3.25,1.5324737128779455
1350,64,107,2,38,24,2,0,0.59375,0.375,3.34375,1.5505505203889092
1400,64,105,2,42,20,2,0,0.65625,0.3125,3.28125,1.540022159347906
1450,64,107,1,40,23,1,0,0.625,0.359375,3.34375,1.5506378099461566
1500,64,107,1,40,23,1,0,0.625,0.359375,3.34375,1.5480424588807218
1550,64,104,1,46,17,1,0,0.71875,0.265625,3.25,1.525770691048005
1600,64,105,1,44,19,1,0,0.6875,0.296875,3.28125,1.5343627427770075
1650,64,105,1,44,19,1,0,0.6875,0.296875,3.28125,1.5369025601966033
1700,64,105,2,42,20,2,0,0.65625,0.3125,3.28125,1.5291478873813285
1750,64,106,1,42,21,1,0,0.65625,0.328125,3.3125,1.5477433297079168
1800,64,106,2,40,22,2,0,0.625,0.34375,3.3125,1.5383890978229036
1850,64,107,2,38,24,2,0,0.59375,0.375,3.34375,1.543559270463395
1900,64,104,2,44,18,2,0,0.6875,0.28125,3.25,1.5314114272930328
1950,64,103,2,46,16,2,0,0.71875,0.25,3.21875,1.5301681488845376
2000,64,104,1,46,17,1,0,0.71875,0.265625,3.25,1.5376987414553176
2050,64,104,1,46,17,1,0,0.71875,0.265625,3.25,1.5378526680949922
2100,64,104,2,44,18,2,0,0.6875,0.28125,3.25,1.5349563172609477
2150,64,103,2,46,16,2,0,0.71875,0.25,3.21875,1.5343359660944327
2200,64,105,1,44,19,1,0,0.6875,0.296875,3.28125,1.5320184392441556
2250,64,106,1,42,21,1,0,0.65625,0.328125,3.3125,1.537308854682697
2300,64,104,1,46,17,1,0,0.71875,0.265625,3.25,1.5290290572719434
2350,64,105,1,44,19,1,0,0.6875,0.296875,3.28125,1.5426236258070443
2400,64,104,2,44,18,2,0,0.6875,0.28125,3.25,1.5329210099294568
2450,64,103,3,44,17,3,0,0.6875,0.265625,3.21875,1.525025173398629
2500,64,104,3,42,19,3,0,0.65625,0.296875,3.25,1.530823997028834
2550,64,105,2,42,20,2,0,0.65625,0.3125,3.28125,1.5369181576424762
2600,64,107,1,40,23,1,0,0.625,0.359375,3.34375,1.5523737437936609
2650,64,107,1,40,23,1,0,0.625,0.359375,3.34375,1.557048701860387
2700,64,108,1,38,25,1,0,0.59375,0.390625,3.375,1.55523017195118
2750,64,106,1,42,21,1,0,0.65625,0.328125,3.3125,1.546589770489381
2800,64,106,1,42,21,1,0,0.65625,0.328125,3.3125,1.5471196889086987
2850,64,104,2,44,18,2,0,0.6875,0.28125,3.25,1.5433732824610145
2900,64,104,1,46,17,1,0,0.71875,0.265625,3.25,1.541272761681292
2950,64,104,1,46,17,1,0,0.71875,0.265625,3.25,1.5422831840545672
3000,64,105,1,44,19,1,0,0.6875,0.296875,3.28125,1.5405462501723581
3050,64,104,1,46,17,1,0,0.71875,0.265625,3.25,1.5512329741929196
3100,64,105,1,44,19,1,0,0.6875,0.296875,3.28125,1.5365034243580191
3150,64,105,2,42,20,2,0,0.65625,0.3125,3.28125,1.5497164917676471
3200,64,103,3,44,17,3,0,0.6875,0.265625,3.21875,1.5319870741473214
3250,64,102,2,48,14,2,0,0.75,0.21875,3.1875,1.535150967001702
3300,64,104,2,45,16,2,1,0.703125,0.25,3.25,1.5410281658864382
3350,64,105,2,43,18,2,1,0.671875,0.28125,3.28125,1.5372777437595382
3400,64,105,3,40,21,3,0,0.625,0.328125,3.28125,1.5499823012312035
3450,64,107,1,40,23,1,0,0.625,0.359375,3.34375,1.5412294411671394
3500,64,107,2,38,24,2,0,0.59375,0.375,3.34375,1.540194289321349
3550,64,106,2,40,22,2,0,0.625,0.34375,3.3125,1.5319906084450658
3600,64,106,2,40,22,2,0,0.625,0.34375,3.3125,1.5403963528985487
3650,64,106,2,40,22,2,0,0.625,0.34375,3.3125,1.5370450668552786
3700,64,107,0,42,22,0,0,0.65625,0.34375,3.34375,1.5402101930869467
3750,64,106,0,44,20,0,0,0.6875,0.3125,3.3125,1.5348720796867712
3800,64,108,0,40,24,0,0,0.625,0.375,3.375,1.5435750839605404
3850,64,106,2,40,22,2,0,0.625,0.34375,3.3125,1.5280286512918186
3900,64,107,1,40,23,1,0,0.625,0.359375,3.34375,1.5377202635086147
3950,64,107,1,40,23,1,0,0.625,0.359375,3.34375,1.5351819747427808
4000,64,107,1,40,23,1,0,0.625,0.359375,3.34375,1.5269927388335536
4050,64,107,1,40,23,1,0,0.625,0.359375,3.34375,1.5341347144489446
4100,64,107,1,40,23,1,0,0.625,0.359375,3.34375,1.531403906117213
4150,64,107,1,40,23,1,0,0.625,0.359375,3.34375,1.527886562095335
4200,64,107,1,40,23,1,0,0.625,0.359375,3.34375,1.5263828839631932
4250,64,107,1,40,23,1,0,0.625,0.359375,3.34375,1.5286971222562165
4300,64,107,1,40,23,1,0,0.625,0.359375,3.34375,1.5234901822522064
4350,64,107,1,40,23,1,0,0.625,0.359375,3.34375,1.5307425085006916
4400,64,107,1,40,23,1,0,0.625,0.359375,3.34375,1.52630855462153
4450,64,107,1,40,23,1,0,0.625,0.359375,3.34375,1.5248287449595246
4500,64,107,1,40,23,1,0,0.625,0.359375,3.34375,1.5253741894797486
